#,Date,Author Name,Tweet ID,Text,Likes,Retweet Count,Views Count,Bookmark Count,Authors Followers Count,Mention Count,Tweet URL,Source,Medias,User Mentions,URLs,Hashtags,Unnamed: 17,Prediction,predicted_category,prediction_probabilities,top_1_category,top_1_probability,top_2_category,top_2_probability,top_3_category,top_3_probability
77,08.02.2025,GT Medya,1888186685269200909,🔗Kaynak: https://t.co/U3B7iBjiJW,0,0,257,0,3615,0,https://twitter.com/gtmedyahaber/status/1888186685269200909,Twitter Web App,,,https://www.ekoltv.com.tr/gundem/bagcilarda-2-polisi-bicaklayan-saldirganin-ifadelerine-ekol-tv-ulasti-polislere-36047h,,,Afet,Afet,"{'Afet': np.float32(0.83064127), 'Sağlık': np.float32(0.13196297), 'Kültür & Sanat': np.float32(0.01201754), 'Spor': np.float32(0.005684748), 'Bilim': np.float32(0.004331448), 'Teknoloji': np.float32(0.0036914994), 'Ekonomi': np.float32(0.002810437), 'Siyaset': np.float32(0.0024491267), 'Savaş': np.float32(0.002214062), 'Eğitim': np.float32(0.0021658365), 'Gündem': np.float32(0.002030858)}",Afet,0.83064127,Sağlık,0.13196297,Kültür & Sanat,0.01201754
78,08.02.2025,GT Medya,1888185509656060112,"""Cumhurbaşkanına hakaret"" suçunda değişiklik yapılmasına ilişkin soru üzerine Bakan Tunç:  

🗣Bir değişiklik ihtiyacı söz konusu değil. Bu sorunun çözümü Cumhurbaşkanı'mıza hakaret etmemek. https://t.co/O8vXMWveUe",3,0,334,0,3615,0,https://twitter.com/gtmedyahaber/status/1888185509656060112,Twitter Web App,https://pbs.twimg.com/media/GjQus2zXsAAcjxe.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.99319696), 'Gündem': np.float32(0.0017314559), 'Ekonomi': np.float32(0.0010358014), 'Teknoloji': np.float32(0.0007490379), 'Spor': np.float32(0.0007349661), 'Savaş': np.float32(0.00064585573), 'Kültür & Sanat': np.float32(0.00053339946), 'Afet': np.float32(0.00051958836), 'Bilim': np.float32(0.0003099432), 'Sağlık': np.float32(0.00028988492), 'Eğitim': np.float32(0.00025326037)}",Siyaset,0.99319696,Gündem,0.0017314559,Ekonomi,0.0010358014
79,08.02.2025,GT Medya,1888185511799402970,🔗Kaynak: https://t.co/ePOkXPNQMb,0,0,254,0,3615,0,https://twitter.com/gtmedyahaber/status/1888185511799402970,Twitter Web App,,,https://www.adalet.gov.tr/adalet-bakani-tunc-canli-yayinda-sorulari-yanitladi,,,Afet,Afet,"{'Afet': np.float32(0.828414), 'Sağlık': np.float32(0.09130722), 'Teknoloji': np.float32(0.02730336), 'Kültür & Sanat': np.float32(0.011197959), 'Ekonomi': np.float32(0.009794574), 'Spor': np.float32(0.008515246), 'Bilim': np.float32(0.0064506084), 'Savaş': np.float32(0.005457798), 'Eğitim': np.float32(0.004598176), 'Siyaset': np.float32(0.003979435), 'Gündem': np.float32(0.0029815366)}",Afet,0.828414,Sağlık,0.09130722,Teknoloji,0.02730336
80,08.02.2025,GT Medya,1888157262117523634,"İmamoğlu'na açılan davalarla ilgili açıklama yapan Adalet Bakanı Tunç: 

🗣YSK üyelerine ""bu seçimi iptal edenler ahmaktır"" sözü hakaret midir, değil midir? Bunu yargı takdir edecek. https://t.co/r0WCvn5bBf",5,0,530,0,3615,0,https://twitter.com/gtmedyahaber/status/1888157262117523634,Twitter Web App,https://pbs.twimg.com/ext_tw_video_thumb/1888157169888993280/pu/img/Fc2jOzyfPTh6gaxl.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.9888206), 'Gündem': np.float32(0.005741066), 'Ekonomi': np.float32(0.001092029), 'Teknoloji': np.float32(0.000703562), 'Spor': np.float32(0.00063865946), 'Savaş': np.float32(0.0006078868), 'Kültür & Sanat': np.float32(0.0005936308), 'Afet': np.float32(0.0005751187), 'Sağlık': np.float32(0.00043299256), 'Bilim': np.float32(0.00041190034), 'Eğitim': np.float32(0.0003825764)}",Siyaset,0.9888206,Gündem,0.005741066,Ekonomi,0.001092029
81,08.02.2025,GT Medya,1888155250944622800,"Ege Denizi'nde dün gece art arda depremler meydana geldi. Akyaka'da deniz suyu 10-15 metre çekildi.

📌AFAD’ın açıklamasına göre sırasıyla 3.6, 4.5, 3.8 ve 3.9 büyüklüğünde dört sarsıntı kaydedildi. https://t.co/RtRvDJ5rXZ",1,0,399,0,3615,0,https://twitter.com/gtmedyahaber/status/1888155250944622800,Twitter for Android,https://pbs.twimg.com/media/GjQTMfTWwAAaB_W.jpg,,,,,Afet,Afet,"{'Afet': np.float32(0.99052376), 'Gündem': np.float32(0.0017389164), 'Sağlık': np.float32(0.0012316009), 'Eğitim': np.float32(0.0011608575), 'Kültür & Sanat': np.float32(0.0011087728), 'Teknoloji': np.float32(0.00092901854), 'Savaş': np.float32(0.00077917334), 'Siyaset': np.float32(0.00071716047), 'Ekonomi': np.float32(0.0006322904), 'Spor': np.float32(0.000598646), 'Bilim': np.float32(0.00057966093)}",Afet,0.99052376,Gündem,0.0017389164,Sağlık,0.0012316009
82,08.02.2025,GT Medya,1888155536576655709,🔗Kaynak: https://t.co/JCaMfQxTId,0,0,286,0,3615,0,https://twitter.com/gtmedyahaber/status/1888155536576655709,Twitter for Android,,,"https://t24.com.tr/haber/ege-denizi-butun-gece-sallandi-ula-da-deniz-suyunun-10-15-metre-cekilmesi-korkuttu,1216872",,,Afet,Afet,"{'Afet': np.float32(0.8754125), 'Sağlık': np.float32(0.0812893), 'Spor': np.float32(0.0083106775), 'Kültür & Sanat': np.float32(0.0078823045), 'Savaş': np.float32(0.005764967), 'Teknoloji': np.float32(0.004898972), 'Ekonomi': np.float32(0.004519264), 'Bilim': np.float32(0.003720847), 'Siyaset': np.float32(0.0036303925), 'Eğitim': np.float32(0.0032196287), 'Gündem': np.float32(0.0013509665)}",Afet,0.8754125,Sağlık,0.0812893,Spor,0.0083106775
84,08.02.2025,GT Medya,1888132534006862038,🔗Kaynak: https://t.co/KRCntkaxN0,0,0,249,0,3615,0,https://twitter.com/gtmedyahaber/status/1888132534006862038,Twitter for Android,,,https://www.mgm.gov.tr/tahmin/turkiye.aspx?g=1#sfB,,,Afet,Afet,"{'Afet': np.float32(0.7154705), 'Sağlık': np.float32(0.24358548), 'Kültür & Sanat': np.float32(0.011236298), 'Bilim': np.float32(0.0053999485), 'Ekonomi': np.float32(0.0046878983), 'Spor': np.float32(0.0043706894), 'Teknoloji': np.float32(0.0040648202), 'Eğitim': np.float32(0.0033325036), 'Gündem': np.float32(0.0028842853), 'Siyaset': np.float32(0.0026080043), 'Savaş': np.float32(0.002359675)}",Afet,0.7154705,Sağlık,0.24358548,Kültür & Sanat,0.011236298
87,08.02.2025,GT Medya,1887943727525613767,"CHP Genel Başkanı Özel:

🗣️Trump diyor ki, Filistinliler Gazze’de yaşamayacak onları etraftaki ülkelere dağıtacağım. Bu tehcirdir, bu zorla yer değiştirmedir, bu insanlık suçudur. Buna nasıl susuyor Erdoğan?
 https://t.co/Uoj5TRjIyX",9,2,1157,0,3615,0,https://twitter.com/gtmedyahaber/status/1887943727525613767,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/1887824203556016128/pu/img/vq-vfC2d-mzL-hRs.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.99080557), 'Gündem': np.float32(0.0036741532), 'Ekonomi': np.float32(0.0010750252), 'Teknoloji': np.float32(0.00075850665), 'Kültür & Sanat': np.float32(0.0007383), 'Savaş': np.float32(0.00069265114), 'Spor': np.float32(0.00051535596), 'Sağlık': np.float32(0.0005123085), 'Afet': np.float32(0.0004438513), 'Eğitim': np.float32(0.00040082834), 'Bilim': np.float32(0.000383423)}",Siyaset,0.99080557,Gündem,0.0036741532,Ekonomi,0.0010750252
88,08.02.2025,GT Medya,1887926579151376640,CHP'nin Trump'ın Filistin halkını Gazze'den tehcir etme girişimine karşı Galata Köprüsü'nde yürüyüş yapma talebi İstanbul Valiliği tarafından reddedildi. https://t.co/tLIu5EfFY8,14,0,556,0,3615,0,https://twitter.com/gtmedyahaber/status/1887926579151376640,Twitter for iPhone,"https://pbs.twimg.com/media/GjNDN2fWgAA4G7w.jpg,https://pbs.twimg.com/media/GjNDN2hXoAAh2jH.jpg",,,,,Gündem,Gündem,"{'Gündem': np.float32(0.8928242), 'Sağlık': np.float32(0.07937859), 'Teknoloji': np.float32(0.005032758), 'Siyaset': np.float32(0.0041767084), 'Eğitim': np.float32(0.0037116061), 'Savaş': np.float32(0.0036680778), 'Bilim': np.float32(0.0032676933), 'Kültür & Sanat': np.float32(0.002646761), 'Afet': np.float32(0.0022847273), 'Spor': np.float32(0.0016304371), 'Ekonomi': np.float32(0.0013785115)}",Gündem,0.8928242,Sağlık,0.07937859,Teknoloji,0.005032758
89,08.02.2025,GT Medya,1887926828989563145,🔗Kaynak: https://t.co/UkXtsd1PW8,0,0,328,0,3615,0,https://twitter.com/gtmedyahaber/status/1887926828989563145,Twitter for iPhone,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-istanbul-valiligi-chpnin-gazze-yuruyusu-talebini-2297421,,,Afet,Afet,"{'Afet': np.float32(0.9683377), 'Sağlık': np.float32(0.016385673), 'Kültür & Sanat': np.float32(0.003033912), 'Teknoloji': np.float32(0.002189108), 'Spor': np.float32(0.0019331324), 'Ekonomi': np.float32(0.0017871656), 'Siyaset': np.float32(0.0016129329), 'Eğitim': np.float32(0.0015147508), 'Bilim': np.float32(0.0012787074), 'Savaş': np.float32(0.0012414388), 'Gündem': np.float32(0.0006855798)}",Afet,0.9683377,Sağlık,0.016385673,Kültür & Sanat,0.003033912
90,08.02.2025,GT Medya,1887914639784296578,"İBB Başkanı İmamoğlu, Cumhurbaşkanı Erdoğan’a cevap verdi:

🗣️Cumhurbaşkanı’nın tek derdi bugün yine icraatlarımız olmuş. Kendisine tavsiyem; dokunulmazlığı olmayan bana karşı gösterdiği istikrarlı sertliğin benzerini, “Gazze, ABD toprağı olacak.” diyen ABD Başkanı’na da gösterebilmesi. 2 yıldır hamiliğine soyunduğunuz Gazze için, 3 gündür bu iddialı sözlere tek kelime etmediniz.",6,0,606,0,3615,0,https://twitter.com/gtmedyahaber/status/1887914639784296578,Twitter for iPhone,"https://pbs.twimg.com/media/GjM4W6HWIAA7IRO.jpg,https://pbs.twimg.com/media/GjM4W6HXsAAXWNC.jpg",,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.9444731), 'Savaş': np.float32(0.015575017), 'Gündem': np.float32(0.011889502), 'Teknoloji': np.float32(0.007720446), 'Ekonomi': np.float32(0.0073553952), 'Spor': np.float32(0.0046993), 'Afet': np.float32(0.001971153), 'Sağlık': np.float32(0.001725708), 'Eğitim': np.float32(0.0017031728), 'Kültür & Sanat': np.float32(0.0014893838), 'Bilim': np.float32(0.0013980074)}",Siyaset,0.9444731,Savaş,0.015575017,Gündem,0.011889502
92,08.02.2025,GT Medya,1887905768487404009,"Cumhurbaşkanı Erdoğan:

🗣️İstanbul'u konutlarla donatmışlar, bizim 23 yılda yapamadığımızı onlar 5 yılda yapmışlar! Böyle bir şey gördünüz mü? Ey Ekrem efendi, sen bunları ispat et, bak bakalım Erdoğan ne yapıyor? Bizim icraatımızın ulaştığı yerlere senin hayallerin bile ulaşamaz Ekrem!

🗣️Bay Ekrem, laf ola beri gele yok. Verdiğim rakamlara dikkat et ondan sonra da kendine gel.",3,0,432,0,3615,0,https://twitter.com/gtmedyahaber/status/1887905768487404009,Twitter for iPhone,https://pbs.twimg.com/media/GjMwSjlXoAAsgGN.jpg,,,,,Afet,Afet,"{'Afet': np.float32(0.23547322), 'Sağlık': np.float32(0.1597253), 'Teknoloji': np.float32(0.14981739), 'Siyaset': np.float32(0.14515431), 'Gündem': np.float32(0.1384221), 'Ekonomi': np.float32(0.06798652), 'Savaş': np.float32(0.035296615), 'Eğitim': np.float32(0.029750405), 'Spor': np.float32(0.018181162), 'Bilim': np.float32(0.010119438), 'Kültür & Sanat': np.float32(0.010073461)}",Afet,0.23547322,Sağlık,0.1597253,Teknoloji,0.14981739
93,08.02.2025,GT Medya,1887905965204238590,🔗Kaynak: https://t.co/DteaFdmxDX,0,0,261,0,3615,0,https://twitter.com/gtmedyahaber/status/1887905965204238590,Twitter for iPhone,,,https://www.gazeteduvar.com.tr/amp/erdogan-ekrem-kendine-gel-haber-1755404,,,Afet,Afet,"{'Afet': np.float32(0.5043271), 'Sağlık': np.float32(0.44939664), 'Kültür & Sanat': np.float32(0.016146785), 'Spor': np.float32(0.0052819294), 'Bilim': np.float32(0.005263226), 'Ekonomi': np.float32(0.0044894703), 'Teknoloji': np.float32(0.0036850201), 'Eğitim': np.float32(0.0036679853), 'Gündem': np.float32(0.0028308078), 'Siyaset': np.float32(0.0026861543), 'Savaş': np.float32(0.0022247997)}",Afet,0.5043271,Sağlık,0.44939664,Kültür & Sanat,0.016146785
94,08.02.2025,GT Medya,1887894284113781056,"Cumhurbaşkanı Erdoğan, AKP İstanbul 8. Olağan İl Kongresi'nde konuştu:

🗣️201 bin 580 konut ve iş yerinin kurasını çektik, anahtarlarını hak sahipleri vatandaşlarımıza teslim ettik. Kalan 252 bin konutla iş yerimizi de hızlıca bitirmenin gayretindeyiz. Yılbaşına kadar 453 bin konut ve iş yerinin inşasını tamamlayacağız.",2,0,359,0,3615,0,https://twitter.com/gtmedyahaber/status/1887894284113781056,Twitter for iPhone,https://pbs.twimg.com/media/GjMl2EZXIAAWqSQ.jpg,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.8724997), 'Siyaset': np.float32(0.059129983), 'Sağlık': np.float32(0.016642028), 'Savaş': np.float32(0.014554134), 'Eğitim': np.float32(0.014261854), 'Afet': np.float32(0.005763187), 'Teknoloji': np.float32(0.0048454707), 'Bilim': np.float32(0.004806294), 'Ekonomi': np.float32(0.0027097457), 'Kültür & Sanat': np.float32(0.0026909746), 'Spor': np.float32(0.0020967028)}",Gündem,0.8724997,Siyaset,0.059129983,Sağlık,0.016642028
96,08.02.2025,GT Medya,1887884896749711573,"Cumhurbaşkanı Erdoğan, AKP İstanbul 8. Olağan İl Kongresi'nde konuştu:

🗣️2028'den sonra yeni bir İstanbul, yeni bir Türkiye inşa edeceğiz. Son nefesime kadar AKP’nin millete, memlekete ve insanlığa hizmet mücadelesinde yer almanın haklı gururunu yaşayacağım. https://t.co/0m9Sb2RI2K",4,0,400,0,3615,0,https://twitter.com/gtmedyahaber/status/1887884896749711573,Twitter for iPhone,https://pbs.twimg.com/media/GjMdTo_WIAA5hUA.jpg,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.84194136), 'Sağlık': np.float32(0.06345474), 'Siyaset': np.float32(0.0481747), 'Savaş': np.float32(0.010349982), 'Afet': np.float32(0.009568176), 'Eğitim': np.float32(0.008545636), 'Teknoloji': np.float32(0.0048902193), 'Bilim': np.float32(0.004544632), 'Kültür & Sanat': np.float32(0.003535999), 'Ekonomi': np.float32(0.002860072), 'Spor': np.float32(0.0021344326)}",Gündem,0.84194136,Sağlık,0.06345474,Siyaset,0.0481747
97,08.02.2025,GT Medya,1887885042766016834,🔗Kaynak: https://t.co/RwSJzyMVxw,0,0,277,0,3615,0,https://twitter.com/gtmedyahaber/status/1887885042766016834,Twitter for iPhone,,,https://www.aa.com.tr/tr/politika/cumhurbaskani-erdogan-deprem-bolgesinde-252-bin-konutla-is-yerimizin-insasini-hizlica-bitirmenin-gayretindeyiz/3475068,,,Afet,Afet,"{'Afet': np.float32(0.7719104), 'Sağlık': np.float32(0.18282749), 'Kültür & Sanat': np.float32(0.011803737), 'Spor': np.float32(0.0064735794), 'Bilim': np.float32(0.006063444), 'Teknoloji': np.float32(0.005176908), 'Ekonomi': np.float32(0.0045627663), 'Eğitim': np.float32(0.0030301323), 'Siyaset': np.float32(0.0029424012), 'Savaş': np.float32(0.0027886203), 'Gündem': np.float32(0.0024205563)}",Afet,0.7719104,Sağlık,0.18282749,Kültür & Sanat,0.011803737
101,08.02.2025,GT Medya,1887857077327958247,"NBA All-Star’a seçilen ikinci Türk basketbolcu olan, Houston Rockets oyuncusu Alperen Şengün’ün takımı belli oldu. https://t.co/IP1RKHtOSs",5,1,453,0,3615,0,https://twitter.com/gtmedyahaber/status/1887857077327958247,Twitter for iPhone,https://pbs.twimg.com/media/GjMEARkXUAAk5gp.jpg,,,,,Spor,Spor,"{'Spor': np.float32(0.9650606), 'Teknoloji': np.float32(0.0074564107), 'Bilim': np.float32(0.004790732), 'Kültür & Sanat': np.float32(0.0045155366), 'Sağlık': np.float32(0.004147318), 'Savaş': np.float32(0.0038012245), 'Eğitim': np.float32(0.0033878733), 'Ekonomi': np.float32(0.0025556127), 'Gündem': np.float32(0.002374738), 'Siyaset': np.float32(0.0010935218), 'Afet': np.float32(0.0008163868)}",Spor,0.9650606,Teknoloji,0.0074564107,Bilim,0.004790732
102,08.02.2025,GT Medya,1887857081060913522,🔗Kaynak: https://t.co/eWarlp4JQR,0,0,256,0,3615,0,https://twitter.com/gtmedyahaber/status/1887857081060913522,Twitter for iPhone,,,https://m.sporx.com/amp/alperen-2025-nba-all-star-maci-nda-team-chuck-kadrosunda-SXHBQ1104218SXQ,,,Afet,Afet,"{'Afet': np.float32(0.86144185), 'Sağlık': np.float32(0.09787408), 'Kültür & Sanat': np.float32(0.0134277195), 'Spor': np.float32(0.005690311), 'Bilim': np.float32(0.004374339), 'Teknoloji': np.float32(0.0038957822), 'Ekonomi': np.float32(0.0034464311), 'Siyaset': np.float32(0.0029490725), 'Eğitim': np.float32(0.0023365743), 'Gündem': np.float32(0.0023259849), 'Savaş': np.float32(0.0022378252)}",Afet,0.86144185,Sağlık,0.09787408,Kültür & Sanat,0.0134277195
103,07.02.2025,GT Medya,1887840330919055601,"İstanbul'un Bağcılar ilçesinde bir şahıs, meydanda bulunan polis arabasının kapısını açıp içerisindeki iki polis memurunu bıçakla yaraladı.

📌Saldırgan kısa sürede yakalandı.

📌Polis memurlarının hayati tehlikesinin bulunmadığı öğrenildi. https://t.co/css9ZOY3xv",4,0,407,0,3615,0,https://twitter.com/gtmedyahaber/status/1887840330919055601,Twitter for iPhone,https://pbs.twimg.com/amplify_video_thumb/1887840152233332736/img/9jaQVvQ-9oBB89Au.jpg,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.7476419), 'Sağlık': np.float32(0.16166072), 'Gündem': np.float32(0.02912979), 'Spor': np.float32(0.016070928), 'Teknoloji': np.float32(0.010664666), 'Afet': np.float32(0.007767635), 'Kültür & Sanat': np.float32(0.006724768), 'Eğitim': np.float32(0.0058906944), 'Ekonomi': np.float32(0.005647904), 'Siyaset': np.float32(0.0045653665), 'Bilim': np.float32(0.0042356653)}",Savaş,0.7476419,Sağlık,0.16166072,Gündem,0.02912979
105,07.02.2025,GT Medya,1887839915645280546,🔗Kaynak: https://t.co/OzcAror2Q6,0,0,259,0,3615,0,https://twitter.com/gtmedyahaber/status/1887839915645280546,Twitter for iPhone,,,"https://www.ntv.com.tr/amp/turkiye/ankara-ve-istanbulda-sahte-icki-103-can-aldi,LcvkQuzlaE-mUusEyuSV7g",,,Afet,Afet,"{'Afet': np.float32(0.7391843), 'Sağlık': np.float32(0.20771292), 'Kültür & Sanat': np.float32(0.01695196), 'Bilim': np.float32(0.008835074), 'Eğitim': np.float32(0.0055263094), 'Spor': np.float32(0.0049070446), 'Teknoloji': np.float32(0.004366831), 'Ekonomi': np.float32(0.004340518), 'Gündem': np.float32(0.0041811797), 'Siyaset': np.float32(0.0020566997), 'Savaş': np.float32(0.001937191)}",Afet,0.7391843,Sağlık,0.20771292,Kültür & Sanat,0.01695196
106,07.02.2025,GT Medya,1887820438559936652,"Mansur Yavaş:

🗣️İnsanlar okullarını bitiriyorlar ama maalesef iş bulamıyorlar. Bugün ülkede diploma değil, parti üyeliği daha geçerli. https://t.co/Gtir6hAish",4,0,379,0,3615,0,https://twitter.com/gtmedyahaber/status/1887820438559936652,Twitter for iPhone,https://pbs.twimg.com/media/GjLirsmXAAAX4SQ.jpg,,,,,Eğitim,Eğitim,"{'Eğitim': np.float32(0.4956354), 'Siyaset': np.float32(0.19618379), 'Afet': np.float32(0.0925205), 'Sağlık': np.float32(0.043407943), 'Ekonomi': np.float32(0.0368539), 'Kültür & Sanat': np.float32(0.030346772), 'Spor': np.float32(0.02598225), 'Teknoloji': np.float32(0.023526154), 'Savaş': np.float32(0.02166651), 'Bilim': np.float32(0.02041772), 'Gündem': np.float32(0.013459025)}",Eğitim,0.4956354,Siyaset,0.19618379,Afet,0.0925205
107,07.02.2025,GT Medya,1887820441625956467,🔗Kaynak: https://t.co/p1IHbBDPHi,0,0,269,0,3615,0,https://twitter.com/gtmedyahaber/status/1887820441625956467,Twitter for iPhone,,,https://medyascope.tv/2025/02/07/mansur-yavas-onsecim-ile-ilgili-sorularini-kabul-etmedi/,,,Afet,Afet,"{'Afet': np.float32(0.72471726), 'Sağlık': np.float32(0.22642756), 'Kültür & Sanat': np.float32(0.014653127), 'Spor': np.float32(0.007787377), 'Bilim': np.float32(0.005771564), 'Teknoloji': np.float32(0.005458839), 'Ekonomi': np.float32(0.0047399243), 'Siyaset': np.float32(0.0039070067), 'Eğitim': np.float32(0.0025962787), 'Savaş': np.float32(0.0020499588), 'Gündem': np.float32(0.0018910165)}",Afet,0.72471726,Sağlık,0.22642756,Kültür & Sanat,0.014653127
108,07.02.2025,GT Medya,1887819725679321309,"Enflasyon farkının %15.75 olmasıyla birlikte 2025 yılının temmuz ayına kadar geçerli olacak güncel milletvekili maaşı 196.775₺ oldu. 

📌Bu artışla, emekli milletvekillerinin maaşı ise 123.759₺'ye yükseldi. https://t.co/9avHTDaRGi",2,0,297,0,3615,0,https://twitter.com/gtmedyahaber/status/1887819725679321309,Twitter for iPhone,https://pbs.twimg.com/media/GjLiCJZXoAA9acP.jpg,,,,,Ekonomi,Ekonomi,"{'Ekonomi': np.float32(0.6878704), 'Siyaset': np.float32(0.07866203), 'Sağlık': np.float32(0.071415655), 'Teknoloji': np.float32(0.046432346), 'Spor': np.float32(0.03856394), 'Afet': np.float32(0.026030047), 'Savaş': np.float32(0.014767586), 'Kültür & Sanat': np.float32(0.014579273), 'Bilim': np.float32(0.011946682), 'Eğitim': np.float32(0.008030033), 'Gündem': np.float32(0.0017021195)}",Ekonomi,0.6878704,Siyaset,0.07866203,Sağlık,0.071415655
109,07.02.2025,GT Medya,1887819728728568284,🔗Kaynak: https://t.co/YPo9lKDJ1o,0,0,229,0,3615,0,https://twitter.com/gtmedyahaber/status/1887819728728568284,Twitter for iPhone,,,https://www.sozcu.com.tr/amp/milletvekili-maasi-ne-kadar-2025-yili-milletvekili-maaslari-belli-oldu-p136969,,,Afet,Afet,"{'Afet': np.float32(0.8362782), 'Sağlık': np.float32(0.125617), 'Kültür & Sanat': np.float32(0.009204427), 'Spor': np.float32(0.005723364), 'Teknoloji': np.float32(0.0041027977), 'Ekonomi': np.float32(0.0040192255), 'Bilim': np.float32(0.0039939387), 'Savaş': np.float32(0.0033949255), 'Siyaset': np.float32(0.0031046295), 'Eğitim': np.float32(0.0028742237), 'Gündem': np.float32(0.0016873204)}",Afet,0.8362782,Sağlık,0.125617,Kültür & Sanat,0.009204427
110,07.02.2025,GT Medya,1887816928745418962,"Ukrayna Devlet Başkanı Zelenskiy, savaşı diplomatik yollarla bitirmeye hazır olduğunu açıkladı. 

🗣️Diplomasiye hazırız fakat bana öyle geliyor ki Putin prensip olarak benimle savaşı bitirmek hakkında konuşmaktan korkuyor. https://t.co/qSVVLbsy1w",2,0,309,0,3615,0,https://twitter.com/gtmedyahaber/status/1887816928745418962,Twitter for iPhone,https://pbs.twimg.com/media/GjLffbkWsAA_FI2.jpg,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.8380309), 'Siyaset': np.float32(0.11944892), 'Gündem': np.float32(0.017132293), 'Spor': np.float32(0.006984373), 'Teknoloji': np.float32(0.0049541807), 'Ekonomi': np.float32(0.0039058877), 'Afet': np.float32(0.0025926146), 'Sağlık': np.float32(0.0022008365), 'Eğitim': np.float32(0.0019720264), 'Kültür & Sanat': np.float32(0.0015520022), 'Bilim': np.float32(0.0012260019)}",Savaş,0.8380309,Siyaset,0.11944892,Gündem,0.017132293
111,07.02.2025,GT Medya,1887816932021121172,🔗Kaynak: https://t.co/a3roLdRXpr,0,0,253,0,3615,0,https://twitter.com/gtmedyahaber/status/1887816932021121172,Twitter for iPhone,,,http://www.dha.com.tr/dunya/zelenskiy-putin-ile-gorusmeye-hazir-oldugunu-acikladi-2579097,,,Afet,Afet,"{'Afet': np.float32(0.96134466), 'Sağlık': np.float32(0.020298293), 'Kültür & Sanat': np.float32(0.0051515815), 'Spor': np.float32(0.0023972015), 'Teknoloji': np.float32(0.0021277317), 'Ekonomi': np.float32(0.0018304746), 'Siyaset': np.float32(0.0017246441), 'Eğitim': np.float32(0.001638679), 'Bilim': np.float32(0.0014909965), 'Savaş': np.float32(0.0012695093), 'Gündem': np.float32(0.00072623004)}",Afet,0.96134466,Sağlık,0.020298293,Kültür & Sanat,0.0051515815
112,07.02.2025,GT Medya,1887802183883608386,"Mansur Yavaş:

🗣️ 5 yıl boyunca aday kim olacak diye tartıştılar. Şimdi de ben bilerek tartıştırdıklarını düşünüyorum. 

🗣️ Ben iddia ediyorum önceliğimiz ekonomidir.
https://t.co/1KX5jWh8rt",7,0,538,0,3615,0,https://twitter.com/gtmedyahaber/status/1887802183883608386,Twitter Web App,https://pbs.twimg.com/ext_tw_video_thumb/1887783035887624192/pu/img/-LPZaR8M3YwxRnzm.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.477591), 'Sağlık': np.float32(0.17665848), 'Gündem': np.float32(0.15933996), 'Afet': np.float32(0.09000187), 'Ekonomi': np.float32(0.022435205), 'Kültür & Sanat': np.float32(0.016916627), 'Eğitim': np.float32(0.013743389), 'Spor': np.float32(0.013272898), 'Teknoloji': np.float32(0.013061038), 'Bilim': np.float32(0.012299784), 'Savaş': np.float32(0.0046797604)}",Siyaset,0.477591,Sağlık,0.17665848,Gündem,0.15933996
113,07.02.2025,GT Medya,1887791505474998273,"Eski ve yeni milletvekillerine trafikte ceza muafiyeti getiriliyor.
  
📌 TBMM’de onaya sunulan yeni uygulamaya göre, mevcut milletvekillerinin 2, eski milletvekillerinin ise 1 aracı trafik cezasından muaf olacak. https://t.co/ag71sk8rbP",2,0,317,0,3615,0,https://twitter.com/gtmedyahaber/status/1887791505474998273,Twitter Web App,https://pbs.twimg.com/media/GjLIWjAW8AA1OzT.jpg,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.62665284), 'Afet': np.float32(0.17473689), 'Siyaset': np.float32(0.07396327), 'Teknoloji': np.float32(0.04693883), 'Spor': np.float32(0.018628906), 'Ekonomi': np.float32(0.01501578), 'Kültür & Sanat': np.float32(0.012152529), 'Bilim': np.float32(0.011000271), 'Savaş': np.float32(0.0077976896), 'Gündem': np.float32(0.0069580064), 'Eğitim': np.float32(0.0061549647)}",Sağlık,0.62665284,Afet,0.17473689,Siyaset,0.07396327
